client_id,timestamp,speed


client_2,13:51:22,0.07
client_1,13:51:22,0.37
client_2,13:51:32,0.08
client_1,13:51:37,0.37
client_2,13:51:43,0.06
client_1,13:51:53,0.37
client_2,13:51:54,0.1
client_2,13:52:04,0.1
client_1,13:52:08,0.37
client_2,13:52:15,0.11
client_1,13:52:23,0.32
client_1,13:52:39,0.32
